project_id,start_date,end_date,planned_duration,planned_budget,actual_budget,budget_overrun_pct,team_size,priority,department,program_type,risk_level,complexity,manager_experience,scope_changes,delayed_tasks,resource_utilization_pct,schedule_overrun_pct,success,ROI,customer_satisfaction
PRJ-1780,2020-03-27,2020-10-10,197,839327.48,736229.18,-12.28,21,Low,HR,Compliance,5.03,7.75,7,7,7,83.24,39.39,1,28.1,2.57
PRJ-1781,2021-06-30,2022-05-19,323,1740678.6,1969243.73,13.13,10,High,Marketing,System Upgrade,9.76,4.85,9,3,7,95.57,62.4,0,-10.53,1.75
PRJ-1782,2020-04-06,2020-07-26,111,4820706.73,4969155.86,3.08,37,High,IT,Cost Reduction,5.73,7.06,17,3,6,73.99,57.03,1,24.35,2.89
PRJ-1783,2022-07-21,2022-09-27,68,1871598.32,1490757.68,-20.35,33,Low,IT,Compliance,6.03,3.51,15,4,5,92.25,30.55,0,-4.48,2.12
PRJ-1784,2022-05-17,2022-08-04,79,316887.58,445099.28,40.46,15,Medium,Marketing,New Product Launch,6.38,5.5,12,2,7,73.97,55.48,0,-13.77,1.47
PRJ-1785,2020-03-11,2020-05-10,60,3896860.66,3432383.68,-11.92,4,High,HR,Compliance,6.94,2.45,19,1,5,93.12,48.19,1,34.06,2.87
PRJ-1786,2021-02-11,2021-04-14,62,447110.24,476353.76,6.54,13,High,IT,Process Improvement,6.39,2.92,2,0,5,86.7,31.82,0,-5.45,2.17
PRJ-1787,2022-03-16,2022-06-19,95,494605.8,497091.16,0.5,38,Low,HR,Compliance,4.66,5.3,17,1,3,93.33,62.21,1,5.46,3.09
PRJ-1788,2022-10-30,2023-02-02,95,4447193.54,6192576.76,39.25,36,High,Marketing,System Upgrade,5.21,6.92,18,3,6,81.35,44.22,1,12.36,3.17
PRJ-1789,2020-07-22,2020-12-15,146,2768423.87,2528099.19,-8.68,40,Medium,IT,Process Improvement,1.04,2.59,11,2,2,90.83,23.74,1,28.71,3.83
PRJ-1790,2021-02-09,2021-06-26,137,1369011.36,1585052.71,15.78,47,Low,IT,Cost Reduction,4.36,4.0,3,1,2,64.68,27.87,0,-13.14,2.26
PRJ-1791,2022-04-18,2022-09-16,151,3256391.02,3681195.27,13.05,38,Low,HR,Process Improvement,3.12,5.7,12,3,2,62.43,45.09,1,24.01,3.01
PRJ-1792,2022-12-13,2023-03-11,88,867486.12,736783.02,-15.07,21,Medium,Marketing,Compliance,4.78,3.27,20,1,4,74.06,31.27,0,-8.33,2.24
PRJ-1793,2020-08-17,2021-01-11,147,1094036.95,1173413.87,7.26,19,Medium,Finance,Cost Reduction,6.69,8.01,12,1,6,92.75,68.09,0,-7.3,1.0
PRJ-1794,2022-08-17,2023-07-27,344,2156018.75,2612465.49,21.17,13,Medium,Finance,System Upgrade,3.08,5.03,13,1,3,94.42,30.37,0,-14.37,2.26
PRJ-1795,2022-09-30,2022-11-18,49,1933297.9,742578.26,-61.59,31,High,HR,Cost Reduction,4.33,3.07,18,2,5,84.32,37.26,1,17.48,2.16
PRJ-1796,2022-04-06,2022-06-19,74,3312346.26,3082913.94,-6.93,47,Medium,Operations,System Upgrade,6.85,4.49,13,1,5,100.12,53.6,0,-20.47,2.69
PRJ-1797,2020-07-09,2020-08-24,46,4908694.47,3902452.23,-20.5,48,Low,Finance,System Upgrade,4.65,3.38,13,4,3,91.65,46.03,0,-11.59,1.83
PRJ-1798,2022-03-11,2022-04-28,48,2619027.51,2592390.56,-1.02,24,Medium,HR,Process Improvement,5.23,4.42,20,2,4,74.29,61.42,0,-15.7,1.39
PRJ-1799,2022-10-30,2023-01-06,68,2556512.96,2751195.54,7.62,48,Medium,IT,System Upgrade,6.37,4.5,19,0,6,93.28,53.39,1,12.07,3.14
PRJ-1800,2020-04-18,2020-09-20,155,203355.72,214202.29,5.33,5,Medium,HR,Compliance,1.4,2.79,9,3,0,83.77,3.93,1,17.1,3.79
PRJ-1801,2021-12-19,2022-04-26,128,1861064.93,1690691.18,-9.15,9,Medium,Finance,Process Improvement,1.11,6.06,8,0,0,74.29,33.41,0,-20.55,2.39
PRJ-1802,2021-09-15,2022-06-10,268,3181939.87,3114179.2,-2.13,49,High,Marketing,Cost Reduction,5.72,8.06,11,1,7,104.1,44.8,0,-5.84,1.74
PRJ-1803,2020-03-27,2020-05-03,37,4879104.34,5435397.92,11.4,17,Medium,Marketing,Cost Reduction,3.71,1.25,19,4,4,68.54,29.66,1,20.55,2.8
PRJ-1804,2021-04-21,2022-01-21,275,3672192.38,3665151.82,-0.19,21,Medium,Finance,System Upgrade,2.47,5.97,15,1,2,91.32,33.09,0,-16.4,2.47
PRJ-1805,2021-05-19,2021-10-05,139,4956769.17,4636415.82,-6.46,14,Medium,Operations,Cost Reduction,2.49,6.83,6,0,6,94.39,24.12,1,28.84,3.49
PRJ-1806,2020-12-30,2021-06-04,156,59955.76,44397.51,-25.95,19,Medium,Finance,Process Improvement,5.65,7.0,1,0,9,80.97,52.22,0,-3.87,1.89
PRJ-1807,2021-05-19,2021-11-22,187,4245283.42,4301112.31,1.32,38,High,HR,Cost Reduction,3.13,9.18,17,3,6,74.31,44.8,1,20.54,2.69
PRJ-1808,2020-07-25,2021-02-19,209,4294320.86,5841132.11,36.02,31,High,HR,New Product Launch,5.26,8.54,13,1,11,94.61,45.97,1,33.2,3.13
PRJ-1809,2022-08-28,2023-08-05,342,3729638.19,4897829.02,31.32,44,Medium,IT,New Product Launch,7.61,4.56,8,6,9,92.36,58.0,1,31.71,3.03
PRJ-1810,2020-05-05,2020-08-10,97,2487589.19,2507055.69,0.78,24,Medium,Operations,Process Improvement,4.27,5.5,12,2,9,83.59,42.94,1,16.77,3.42
PRJ-1811,2021-01-29,2021-12-20,325,4771817.18,4886462.34,2.4,47,Low,Marketing,New Product Launch,3.98,2.76,17,6,2,79.59,44.7,1,13.46,1.81
PRJ-1812,2021-12-02,2022-05-20,169,340212.07,388054.26,14.06,26,Medium,IT,Process Improvement,3.71,8.76,11,0,1,99.27,57.96,0,-23.29,2.72
PRJ-1813,2021-08-05,2022-06-04,303,4191750.96,3366967.12,-19.68,26,Medium,Finance,New Product Launch,3.9,3.55,10,0,5,91.73,35.6,1,28.14,3.46
PRJ-1814,2020-10-08,2021-06-11,246,2222241.85,2567830.74,15.55,44,Medium,HR,Cost Reduction,6.21,4.15,1,4,4,69.52,48.7,0,-13.31,1.61
PRJ-1815,2022-12-26,2023-09-28,276,3103406.76,4323119.0,39.3,39,Medium,IT,New Product Launch,5.01,4.65,16,2,3,78.62,45.84,0,-19.13,2.22
PRJ-1816,2020-10-18,2021-09-04,321,3239676.28,3091442.07,-4.58,8,Medium,Operations,New Product Launch,3.76,2.82,20,0,1,93.66,23.9,0,-11.23,2.15
PRJ-1817,2020-10-27,2021-10-26,364,169918.02,215092.53,26.59,23,High,Finance,Compliance,4.64,5.23,3,4,0,87.12,49.27,0,-6.16,1.03
PRJ-1818,2020-01-13,2020-06-01,140,666827.8,585493.15,-12.2,49,Low,IT,Compliance,4.92,5.13,5,0,3,94.47,27.35,0,-13.12,2.29
PRJ-1819,2021-09-28,2022-05-11,225,720044.19,979974.77,36.1,29,Low,Operations,Process Improvement,6.64,6.89,10,3,6,85.06,56.39,0,-14.77,1.0
PRJ-1820,2022-08-12,2022-11-29,109,3759626.55,3645848.0,-3.03,6,High,IT,Compliance,9.33,3.49,1,0,5,98.35,53.09,0,-17.21,2.04
PRJ-1821,2022-10-17,2022-12-24,68,390844.81,409886.71,4.87,44,High,Marketing,Compliance,5.54,3.61,16,0,6,78.85,41.27,0,-27.63,2.02
PRJ-1822,2020-03-19,2020-12-10,266,3292925.56,1931956.03,-41.33,7,Medium,Finance,System Upgrade,3.4,8.72,14,2,4,87.65,57.96,0,-7.51,1.0
PRJ-1823,2020-12-31,2021-04-14,104,1802946.65,2268707.89,25.83,48,Medium,IT,System Upgrade,3.71,3.93,7,2,2,87.29,21.43,1,30.7,4.16
PRJ-1824,2022-05-23,2023-05-14,356,1523435.78,1732635.32,13.73,39,Low,Operations,Compliance,5.48,5.05,12,1,7,92.03,50.65,0,-20.1,2.8
PRJ-1825,2022-10-19,2023-09-19,335,1517782.52,1652012.85,8.84,17,High,Marketing,System Upgrade,3.98,5.42,11,1,2,78.52,36.38,1,20.72,3.51
PRJ-1826,2022-05-03,2022-10-19,169,963214.99,1087349.1,12.89,15,Medium,IT,New Product Launch,1.0,5.72,11,3,2,102.8,23.19,0,-5.33,2.61
PRJ-1827,2022-11-20,2023-10-08,322,732497.19,846510.9,15.57,15,High,Operations,Cost Reduction,2.46,5.32,15,1,3,78.29,30.69,0,-15.92,2.47
PRJ-1828,2020-01-27,2020-03-02,35,2691265.25,2155652.66,-19.9,18,Medium,IT,New Product Launch,2.57,1.0,10,3,1,73.84,23.0,0,-13.65,2.09
PRJ-1829,2020-03-20,2021-02-14,331,4647184.78,5769492.23,24.15,21,Medium,IT,Cost Reduction,6.27,2.61,7,5,3,79.65,66.15,1,22.35,2.34
PRJ-1830,2020-06-01,2021-05-25,358,3432496.6,4929689.13,43.62,27,Low,Finance,Compliance,5.48,6.52,16,2,5,97.33,38.95,1,9.49,3.36
PRJ-1831,2022-10-13,2022-12-14,62,2136570.36,1699856.49,-20.44,46,Low,IT,Compliance,5.98,4.31,15,5,7,88.64,69.53,0,-8.39,1.29
PRJ-1832,2021-07-22,2022-04-28,280,1720866.62,1912959.51,11.16,44,Low,Marketing,Process Improvement,4.85,4.17,6,2,2,89.18,32.83,0,-10.22,2.28
PRJ-1833,2021-12-02,2022-10-13,315,3457348.34,4362923.44,26.19,41,Low,HR,Cost Reduction,4.12,7.33,1,2,4,66.95,49.46,0,-14.76,1.9
PRJ-1834,2022-08-03,2023-06-07,308,4228078.85,4846347.34,14.62,32,High,IT,System Upgrade,5.57,6.32,9,2,4,68.26,42.55,1,33.53,3.91
PRJ-1835,2020-04-22,2021-01-21,274,794301.26,864164.44,8.8,40,Low,HR,New Product Launch,4.62,5.07,14,4,4,98.49,50.82,1,19.22,2.05
PRJ-1836,2022-11-02,2023-01-28,87,1252006.24,943052.51,-24.68,33,High,Finance,New Product Launch,1.0,4.1,10,2,0,77.32,21.18,1,19.33,3.76
PRJ-1837,2022-07-01,2023-03-20,262,2244123.84,2133430.1,-4.93,44,Low,HR,Process Improvement,1.0,1.17,9,0,0,67.57,-13.25,0,-18.48,2.97
PRJ-1838,2021-08-14,2022-05-23,282,4638205.43,6922807.13,49.26,30,Medium,Operations,New Product Launch,5.11,4.21,7,3,3,69.98,51.46,1,36.6,2.92
PRJ-1839,2020-09-06,2020-11-14,69,3426309.38,3472626.65,1.35,41,High,HR,Process Improvement,7.1,5.66,1,3,3,79.83,56.28,0,-10.55,2.01
PRJ-1840,2022-10-08,2023-06-18,253,1200002.76,1271134.98,5.93,29,Medium,Operations,Compliance,2.34,4.4,16,2,2,98.45,16.61,1,37.35,3.63
PRJ-1841,2020-11-07,2021-04-10,154,3566798.2,4516940.0,26.64,44,Medium,Marketing,New Product Launch,5.78,8.49,1,5,9,85.95,72.17,0,-22.33,1.0
PRJ-1842,2020-06-11,2020-11-15,157,527586.0,454094.8,-13.93,14,Medium,Finance,New Product Launch,4.65,3.16,11,2,4,86.67,35.23,1,25.77,3.08
PRJ-1843,2020-04-20,2020-07-01,72,2008730.61,2187764.97,8.91,36,High,Marketing,New Product Launch,1.58,4.71,15,2,4,78.46,31.89,0,-9.05,1.86
PRJ-1844,2020-02-15,2020-04-08,53,2600712.42,2845347.54,9.41,26,Medium,HR,Compliance,4.23,3.05,15,2,1,96.61,31.35,1,9.87,3.84
PRJ-1845,2020-10-27,2021-09-08,316,3334318.22,4231205.85,26.9,34,Medium,Finance,New Product Launch,4.5,6.67,4,1,4,93.4,44.14,0,-17.46,1.78
PRJ-1846,2021-07-19,2021-10-26,99,4056748.02,3781555.23,-6.78,7,Medium,Operations,Cost Reduction,3.24,7.4,7,3,5,96.21,38.07,1,16.2,3.59
PRJ-1847,2022-01-07,2022-08-04,209,773518.5,837256.3,8.24,16,High,HR,Cost Reduction,1.06,2.47,7,2,0,76.06,31.19,1,22.38,2.65
PRJ-1848,2022-01-30,2023-01-02,337,2971172.0,3358511.1,13.04,16,Medium,HR,Cost Reduction,1.95,2.97,4,2,3,78.47,29.58,1,5.0,1.85
PRJ-1849,2021-11-01,2022-03-09,128,3160030.52,3454225.24,9.31,38,High,HR,System Upgrade,4.79,3.96,14,2,2,67.64,46.81,1,6.3,3.49
PRJ-1850,2021-06-18,2021-11-06,141,4154691.62,5718133.16,37.63,30,Medium,IT,New Product Launch,7.95,4.81,13,1,3,74.57,38.63,0,-12.05,2.59
PRJ-1851,2020-07-21,2020-09-29,70,312710.27,262092.44,-16.19,16,High,Operations,Process Improvement,7.84,4.65,17,1,6,77.46,53.34,1,22.67,2.9
PRJ-1852,2020-11-27,2021-04-26,150,1589549.73,1207356.3,-24.04,23,Medium,Finance,System Upgrade,2.87,4.39,18,1,2,90.85,26.89,1,31.12,3.7
PRJ-1853,2021-11-17,2021-12-18,31,3444107.98,3442237.18,-0.05,44,High,IT,System Upgrade,3.08,9.42,15,2,6,109.61,53.99,1,22.23,3.43
PRJ-1854,2022-09-07,2023-03-20,194,4735216.47,4948023.55,4.49,45,Medium,Finance,New Product Launch,3.43,5.66,2,1,5,69.55,16.84,1,30.63,4.33
PRJ-1855,2022-12-22,2023-11-02,315,2390105.64,2257408.25,-5.55,27,High,Marketing,Cost Reduction,1.0,6.99,20,2,4,84.39,28.66,1,27.83,3.68
PRJ-1856,2021-04-29,2022-03-25,330,4302239.93,4422372.94,2.79,20,Medium,HR,Compliance,5.1,6.24,6,2,2,84.12,56.51,0,-24.69,1.79
PRJ-1857,2021-06-02,2021-07-29,57,4520110.69,3898375.14,-13.75,7,Medium,IT,New Product Launch,6.49,6.8,18,0,6,83.73,71.39,1,11.67,2.92
PRJ-1858,2020-08-30,2021-04-23,236,2672138.49,3407339.95,27.51,15,Medium,IT,Compliance,5.49,4.33,18,0,3,86.19,37.96,0,-6.89,2.17
PRJ-1859,2022-10-04,2022-12-27,84,3547476.03,3131994.76,-11.71,21,Medium,Finance,Cost Reduction,3.91,3.05,8,0,2,80.5,38.21,0,-21.4,1.56
PRJ-1860,2022-09-05,2022-12-30,116,2054514.8,2543419.01,23.8,18,High,Operations,Cost Reduction,5.44,6.82,17,0,5,76.76,30.94,1,23.72,3.44
PRJ-1861,2022-07-23,2023-07-11,353,3859243.88,3895590.43,0.94,4,Medium,HR,Process Improvement,6.25,5.06,1,0,8,85.51,51.05,0,-25.98,1.48
PRJ-1862,2020-08-30,2021-04-16,229,4644743.79,4214074.69,-9.27,43,Medium,Marketing,Cost Reduction,4.04,7.37,20,5,4,83.9,52.52,0,-16.34,1.79
PRJ-1863,2021-11-02,2022-10-08,340,571974.7,657613.3,14.97,27,High,Finance,System Upgrade,5.7,3.71,1,1,2,87.7,46.12,1,12.07,3.45
PRJ-1864,2021-04-06,2021-07-31,116,4326053.46,3869191.52,-10.56,30,High,Marketing,New Product Launch,4.36,6.44,6,2,4,73.41,51.54,1,15.18,2.47
PRJ-1865,2022-10-27,2023-05-13,198,265555.56,246612.74,-7.13,6,High,Finance,Cost Reduction,6.14,7.19,3,1,9,69.74,72.3,0,-5.59,1.3
PRJ-1866,2020-11-23,2021-03-26,123,1132418.46,912623.8,-19.41,48,High,IT,System Upgrade,6.93,1.76,6,0,2,85.45,33.24,1,50.49,3.22
PRJ-1867,2022-11-24,2022-12-29,35,2136730.69,2914322.92,36.39,3,High,Marketing,Cost Reduction,4.84,9.56,9,1,11,82.82,48.46,0,2.09,2.48
PRJ-1868,2021-04-19,2021-08-19,122,3099096.91,2987259.45,-3.61,39,Medium,Marketing,Cost Reduction,5.92,4.19,4,2,7,83.24,56.47,0,-10.66,1.99
PRJ-1869,2022-03-22,2022-10-26,218,991687.42,785936.36,-20.75,13,High,Finance,New Product Launch,7.88,3.06,10,4,5,80.87,71.81,1,25.82,2.05
PRJ-1870,2021-03-13,2021-08-19,159,1161622.35,1242567.57,6.97,24,Low,Finance,Compliance,6.79,6.26,13,1,3,87.58,56.06,0,-18.63,2.37
PRJ-1871,2020-09-04,2021-06-14,283,572054.87,544034.45,-4.9,35,Medium,Finance,Cost Reduction,9.57,9.35,12,1,6,77.73,65.69,1,25.82,2.44
PRJ-1872,2021-03-19,2022-02-25,343,62219.09,62614.83,0.64,26,Medium,HR,Process Improvement,6.72,5.52,17,3,5,85.19,42.0,0,-8.23,1.64
PRJ-1873,2021-06-23,2021-10-19,118,1938965.63,2508503.9,29.37,33,Medium,HR,Process Improvement,6.6,5.9,9,2,9,83.79,52.82,1,14.23,3.18
PRJ-1874,2022-07-27,2023-05-23,300,1712696.44,1892363.08,10.49,20,Medium,Marketing,Cost Reduction,4.63,3.58,9,0,5,78.11,40.2,0,-11.2,2.35
PRJ-1875,2022-11-24,2023-11-16,357,3600494.86,3789589.57,5.25,42,Low,Finance,Cost Reduction,4.95,5.46,17,2,3,92.03,55.08,0,-13.54,1.78
PRJ-1876,2021-07-23,2022-07-05,347,4498430.14,3989472.31,-11.31,34,Low,Marketing,System Upgrade,3.05,2.29,17,1,4,75.67,28.86,0,-11.08,1.97
PRJ-1877,2021-04-15,2021-11-21,220,3012810.71,3106663.47,3.12,49,Medium,Operations,System Upgrade,1.4,5.5,20,0,2,69.33,39.61,1,30.85,3.37
PRJ-1878,2021-07-08,2021-11-30,145,3814643.24,4020656.67,5.4,38,High,HR,Process Improvement,6.48,4.29,3,3,7,76.5,64.48,0,-23.82,1.8
PRJ-1879,2020-09-12,2020-10-14,32,3665011.12,3950792.73,7.8,6,Medium,HR,Process Improvement,6.34,4.16,14,2,6,87.64,34.5,0,-5.34,1.5
PRJ-1880,2021-04-28,2021-10-30,185,2531647.26,2029082.87,-19.85,48,Medium,HR,New Product Launch,6.06,3.87,7,1,6,63.33,42.12,0,-14.19,2.82
PRJ-1881,2022-10-24,2023-01-19,87,4177846.45,5665199.43,35.6,4,Low,Operations,Process Improvement,5.23,9.79,19,1,4,93.24,57.69,1,25.24,3.06
PRJ-1882,2020-06-27,2021-02-12,230,2741507.83,2301483.18,-16.05,42,Medium,Finance,New Product Launch,1.0,4.32,20,2,2,76.03,27.97,0,-16.26,2.0
PRJ-1883,2020-11-20,2021-08-11,264,3947909.89,4761528.0,20.61,49,Low,Operations,Cost Reduction,7.5,4.88,16,0,8,79.14,72.16,1,14.38,2.81
PRJ-1884,2020-11-15,2021-09-29,318,446951.2,610052.7,36.49,47,High,Finance,Process Improvement,2.61,3.68,5,2,4,77.21,28.8,0,-15.19,2.84
PRJ-1885,2020-01-31,2020-07-01,152,4885464.27,5229993.06,7.05,27,High,Marketing,Cost Reduction,1.35,5.55,14,2,1,79.56,29.51,1,30.69,3.5
PRJ-1886,2022-07-24,2023-03-19,238,2970305.2,3525793.48,18.7,45,Medium,IT,Cost Reduction,6.32,6.84,1,1,5,96.39,54.64,0,-19.53,2.7
PRJ-1887,2022-01-05,2022-09-24,262,1605636.99,1924427.56,19.85,35,Low,Operations,Compliance,5.28,3.83,3,5,4,94.99,46.65,0,-10.32,1.4
PRJ-1888,2021-08-17,2022-08-08,356,2478107.35,2314803.51,-6.59,31,Medium,HR,Cost Reduction,5.51,6.1,15,6,2,87.44,62.48,0,-8.73,1.27
PRJ-1889,2021-07-30,2022-01-20,174,2889971.14,3474572.21,20.23,38,Medium,Finance,Compliance,4.9,5.75,18,0,4,92.36,39.62,0,-15.85,2.36
PRJ-1890,2021-01-31,2021-03-28,56,1986529.92,2060107.31,3.7,15,Medium,IT,New Product Launch,5.41,4.64,19,1,1,76.48,52.22,1,26.49,3.39
PRJ-1891,2022-04-25,2022-06-30,66,902078.02,786056.6,-12.86,11,Medium,Finance,Process Improvement,6.05,3.51,16,1,6,100.7,26.27,1,17.68,3.66
PRJ-1892,2022-12-01,2023-01-26,56,1262198.22,1434567.7,13.66,43,Medium,IT,Compliance,1.95,10.0,11,4,6,71.37,55.72,0,-10.22,2.06
PRJ-1893,2020-06-22,2020-09-21,91,4907981.09,4573391.45,-6.82,25,Low,Operations,System Upgrade,8.01,1.0,9,2,5,74.09,68.53,0,-23.71,1.52
PRJ-1894,2022-05-03,2022-12-20,231,1707632.62,976341.73,-42.82,15,Low,Operations,New Product Launch,8.4,2.98,5,5,5,73.25,61.35,0,-7.28,1.0
PRJ-1895,2021-01-06,2021-05-05,119,2263722.86,2949311.52,30.29,49,High,Finance,Process Improvement,2.47,3.66,1,3,0,87.27,28.86,0,-9.6,2.13
PRJ-1896,2021-02-23,2021-07-07,134,4475764.18,5419623.15,21.09,45,Medium,HR,Compliance,7.17,3.64,15,0,9,91.77,49.9,0,-26.94,1.84
PRJ-1897,2022-09-03,2023-03-22,200,2815332.41,4180677.25,48.5,32,Medium,HR,Process Improvement,2.11,3.24,2,2,1,85.35,35.45,0,-16.66,1.29
PRJ-1898,2020-12-04,2021-10-02,302,3062263.7,2430021.68,-20.65,12,Medium,Operations,Cost Reduction,2.62,2.57,2,1,6,72.08,7.56,1,23.11,3.85
PRJ-1899,2021-07-22,2022-07-13,356,2182450.36,2604063.6,19.32,30,Medium,HR,Compliance,2.76,6.9,12,2,4,92.62,57.72,0,-13.3,1.66
PRJ-1900,2020-06-27,2021-05-15,322,4702141.88,4165282.1,-11.42,18,High,IT,Cost Reduction,2.79,7.08,1,1,6,83.04,35.66,0,-14.14,2.08
PRJ-1901,2022-02-13,2022-03-30,45,780045.67,770621.0,-1.21,27,High,Operations,New Product Launch,4.18,3.55,9,4,3,109.25,38.76,1,20.32,3.88
PRJ-1902,2022-09-18,2022-10-23,35,2344830.79,1978902.87,-15.61,35,High,Marketing,System Upgrade,1.76,6.7,5,5,0,70.78,40.35,1,23.65,3.61
PRJ-1903,2021-12-05,2022-01-08,34,4077437.92,2889176.51,-29.14,46,Medium,Operations,Process Improvement,5.5,3.7,18,4,5,83.55,64.85,1,27.86,2.51
PRJ-1904,2021-05-07,2021-10-15,161,4552900.76,3961526.33,-12.99,30,Medium,Finance,Cost Reduction,2.11,5.95,5,1,2,101.87,38.19,0,-8.7,2.3
PRJ-1905,2022-10-01,2023-01-30,121,2303734.25,3420890.54,48.49,25,High,Operations,System Upgrade,1.86,2.67,5,4,1,95.57,8.97,1,31.75,3.23
PRJ-1906,2021-02-04,2021-07-11,157,2423346.53,1611299.42,-33.51,42,High,IT,New Product Launch,4.64,5.39,16,0,3,88.8,49.69,1,17.36,3.52
PRJ-1907,2021-11-27,2022-08-03,249,1058331.29,1252110.58,18.31,24,High,Finance,New Product Launch,9.47,4.38,9,6,4,109.52,61.61,0,-14.85,1.44
PRJ-1908,2020-05-20,2020-07-11,52,3546483.03,4023517.38,13.45,19,Medium,Marketing,Process Improvement,4.83,6.9,16,1,5,69.3,58.96,1,25.84,3.27
PRJ-1909,2022-06-22,2022-12-25,186,160298.02,152098.09,-5.12,14,Medium,HR,Process Improvement,9.07,4.17,13,1,2,90.82,74.13,0,-17.32,2.18
PRJ-1910,2022-09-12,2023-09-04,357,3150512.46,3272130.29,3.86,30,Medium,Operations,Cost Reduction,6.08,2.51,5,1,2,85.8,37.45,1,10.11,2.72
PRJ-1911,2022-02-23,2023-01-05,316,2595523.22,3645528.17,40.45,9,High,Operations,Process Improvement,4.96,3.59,13,1,3,72.53,25.58,0,-15.71,2.95
PRJ-1912,2022-06-08,2023-03-31,296,3927157.78,5610692.88,42.87,21,High,Operations,Cost Reduction,7.74,8.51,15,2,4,80.92,62.9,0,-15.15,1.27
PRJ-1913,2021-02-10,2021-07-10,150,1948004.75,1542520.62,-20.82,4,High,HR,Process Improvement,2.06,4.56,2,2,1,91.95,26.55,0,-15.82,2.82
PRJ-1914,2021-11-22,2022-02-11,81,4207524.58,4286786.7,1.88,36,Medium,Operations,Cost Reduction,4.35,5.5,12,0,4,92.38,51.59,0,-16.57,2.37
PRJ-1915,2022-03-05,2023-01-03,304,157121.42,194453.32,23.76,45,High,Marketing,Process Improvement,4.54,3.08,13,1,3,100.84,16.38,0,-4.96,3.18
PRJ-1916,2020-01-03,2020-03-13,70,4802091.17,7233496.51,50.63,49,High,IT,Compliance,2.18,6.25,12,0,3,89.46,16.81,0,-1.25,2.88
PRJ-1917,2022-02-24,2022-07-17,143,3464388.51,3846743.36,11.04,13,High,HR,Process Improvement,3.66,3.94,2,2,4,80.83,30.21,1,6.64,3.52
PRJ-1918,2021-03-16,2022-01-30,320,1407327.65,1593237.54,13.21,48,Medium,Marketing,Cost Reduction,5.02,4.96,3,2,6,92.56,42.67,0,-15.84,1.64
PRJ-1919,2021-05-20,2022-02-13,269,3051017.01,2825862.06,-7.38,31,High,Operations,Compliance,6.3,6.36,9,2,3,91.05,80.0,0,-5.19,1.69
PRJ-1920,2020-07-28,2021-01-22,178,1473224.98,1655630.48,12.38,34,Low,Finance,Compliance,3.92,5.11,4,0,8,84.25,39.98,0,-14.54,1.67
PRJ-1921,2021-10-01,2022-06-16,258,3504900.57,2706287.06,-22.79,25,Medium,Operations,Compliance,4.19,7.42,9,3,2,72.93,50.93,0,-22.56,1.33
PRJ-1922,2022-05-20,2023-03-15,299,1760150.71,2169112.18,23.23,32,High,Finance,Cost Reduction,4.79,5.41,10,1,4,97.09,33.19,1,10.63,3.6
PRJ-1923,2022-07-04,2023-05-27,327,1718356.36,2600544.67,51.34,40,Medium,Finance,Compliance,3.85,1.82,14,0,2,92.67,37.6,1,15.42,3.11
PRJ-1924,2021-10-30,2022-06-30,243,1972505.97,1478437.02,-25.05,39,Medium,Marketing,System Upgrade,5.21,5.64,4,0,7,88.26,43.83,1,30.84,3.13
PRJ-1925,2021-05-11,2021-07-03,53,3677343.76,3302160.25,-10.2,8,High,Finance,New Product Launch,6.61,6.84,9,1,4,80.14,51.56,1,17.37,2.92
PRJ-1926,2021-05-23,2021-07-22,60,4256044.32,4695399.88,10.32,33,High,Marketing,Compliance,7.03,5.65,12,3,7,68.01,66.26,0,-20.4,1.56
PRJ-1927,2020-12-10,2021-08-02,235,3745924.59,3433658.08,-8.34,41,Medium,HR,Process Improvement,6.29,4.31,17,2,7,85.73,48.18,1,15.34,2.75
PRJ-1928,2020-01-21,2020-11-18,302,2818770.68,3234248.82,14.74,38,Medium,Operations,Process Improvement,5.37,5.88,16,3,4,69.65,34.77,0,-20.12,1.67
PRJ-1929,2022-01-06,2022-02-28,53,4429370.3,4951536.52,11.79,11,Medium,HR,Process Improvement,3.94,7.37,13,0,5,86.86,32.43,0,-4.22,2.51
PRJ-1930,2020-10-19,2021-02-12,116,4385576.59,2307399.66,-47.39,26,Medium,Operations,System Upgrade,10.0,3.9,15,4,11,85.53,66.05,1,14.65,2.12
PRJ-1931,2021-10-25,2022-09-23,333,736174.26,853246.71,15.9,29,High,Finance,Cost Reduction,4.46,3.64,17,2,0,80.43,38.78,0,-13.11,3.2
PRJ-1932,2021-02-27,2021-05-27,89,4989441.77,6307526.33,26.42,20,Medium,Finance,New Product Launch,4.74,7.04,12,2,7,103.07,59.27,0,-7.64,2.0
PRJ-1933,2020-03-06,2020-08-12,159,1982554.18,2126729.97,7.27,25,Medium,Marketing,Cost Reduction,7.18,5.14,5,3,1,75.84,56.81,0,-15.17,2.14
PRJ-1934,2020-06-01,2021-04-28,331,4151875.93,4417456.16,6.4,28,Low,HR,Cost Reduction,7.2,5.74,6,4,5,97.68,60.63,0,-10.69,2.09
PRJ-1935,2020-01-02,2020-11-09,312,2406652.38,3337220.19,38.67,22,Medium,Operations,Cost Reduction,2.61,6.25,14,2,2,77.69,48.76,0,-12.29,1.64
PRJ-1936,2020-04-23,2020-11-26,217,1126645.13,1290483.18,14.54,35,Medium,Operations,Cost Reduction,5.49,8.05,8,3,4,83.14,49.75,1,29.56,2.46
